656,1992 Summer,1992,Summer,Barcelona
657,1992 Summer,1992,Summer,Barcelona
658,1992 Summer,1992,Summer,Barcelona
659,1988 Summer,1988,Summer,Seoul
660,2008 Summer,2008,Summer,Beijing
661,2012 Summer,2012,Summer,London
662,2016 Summer,2016,Summer,Rio de Janeiro
663,1984 Summer,1984,Summer,Los Angeles
664,1924 Summer,1924,Summer,Paris
665,1928 Summer,1928,Summer,Amsterdam
666,1972 Summer,1972,Summer,Munich
667,1976 Summer,1976,Summer,Montreal
668,2004 Summer,2004,Summer,Athina
669,1972 Summer,1972,Summer,Munich
670,1928 Summer,1928,Summer,Amsterdam
671,1928 Summer,1928,Summer,Amsterdam
672,2008 Summer,2008,Summer,Beijing
673,1924 Winter,1924,Winter,Chamonix
674,1952 Winter,1952,Winter,Oslo
675,1976 Winter,1976,Winter,Innsbruck
676,1980 Winter,1980,Winter,Lake Placid
677,1972 Summer,1972,Summer,Munich
678,1972 Summer,1972,Summer,Munich
679,1972 Summer,1972,Summer,Munich
680,1972 Summer,1972,Summer,Munich
